ph,aabayat,51,15.7735,120.4038
ph,aanislag,05,13.0748,123.703
ph,aasnan,h2,13.8094,122.0886
ph,aasowao,21,10.733333,123.95
ph,aato,c5,9.3128,123.2846
ph,aaygayon,55,11.569444,125.032778
ph,aba,14,17.5359,121.7345
ph,aba,16,13.666667,123.066667
ph,aba,30,10.9442,122.5671
ph,ababeng,01,17.6701,120.6774
ph,ababut,28,18.1712,120.6888
ph,abaca,06,10.4929,121.9568
ph,abaca,11,9.9204,124.5051
ph,abaca,14,17.569414,121.827147
ph,abaca,21,10.216667,123.75
ph,abaca,23,11.666667,125.083333
ph,abaca,26,7.3581,126.4661
ph,abaca,28,18.5319,120.7575
ph,abaca,30,11.1342,122.7156
ph,abaca,37,11.086944,124.917778
ph,abaca,39,12.05,123.9524
ph,abaca,48,16.015312,121.217936
ph,abaca,54,12.546,122.1125
ph,abaca,b3,12.1452,124.5307
ph,abaca,f5,10.563559,123.396602
ph,abaca,i7,7.506667,125.726667
ph,abaca,m9,6.065278,124.466111
ph,abacca,29,17.033333,120.566667
ph,abachanan,11,9.7973,124.3181
ph,abacjanan,11,9.711389,124.360278
ph,abaco,06,10.5021,121.9512
ph,abad,h2,14.63,121.937778
ph,abaga,34,7.9384,123.7724
ph,abaga,57,7.166667,124.816667
ph,abaga,62,8.940278,125.995833
ph,abaga,c8,8.140556,124.22
ph,abagai,34,7.8,123.9
ph,abagao,14,18.240075,121.712353
ph,abagao,59,10.177778,124.988611
ph,abagatanen,51,16.1669,119.7608
ph,abagon,63,15.6107,120.6109
ph,abahid,12,7.971111,125.324444
ph,abalete,40,13.516667,120.433333
ph,abalos,51,15.947,120.8418
ph,abanaban,49,12.310957,119.923113
ph,abane,55,11.598889,125.081389
ph,abang,01,17.5194,120.7211
ph,abang-abang,30,10.816667,122.416667
ph,abang,h2,14.1303,121.5514
ph,abangan norte,13,14.772222,120.94
ph,abangan sur,13,14.768611,120.946389
ph,abangay,18,11.2466,122.4918
ph,abangay,30,10.966667,122.65
ph,abango,37,11.25,124.75
ph,abanon,f5,15.866,120.3266
ph,abaquid,01,17.6984,120.6596
ph,abar 1,f6,15.7888,120.9768
ph,abar 2,f6,15.7796,120.9663
ph,abar,f6,15.785,120.9721
ph,abarriongan,14,17.95,121.6
ph,abas,01,17.5381,120.7332
ph,abas,58,12.9657,123.6763
ph,abat,10,16.603979,120.77104
ph,abatan,10,16.8012,120.8209
ph,abatan,27,16.836763,121.066442
ph,abaton,67,12.4798,125.043
ph,abaya,10,16.674075,120.808541
ph,abaya,29,17.183333,120.466667
ph,abay,30,10.9,122.433333
ph,abayan,10,16.540483,120.75374
ph,abbag,68,16.2708,121.6576
ph,abbagao,14,18.2574,121.7434
ph,abbangaran,14,18.433333,121.366667
ph,abbao,10,16.7958,120.8154
ph,abbatuan,31,16.972748,122.040142
ph,abbeg,14,17.842299,121.617549
ph,abbeg sur,14,17.8305,121.611149
ph,abbel,h6,18.116667,121.066667
ph,abbey,01,17.2,120.75
ph,abbigoy,j7,17.575917,121.342047
ph,abbot,44,17.683333,121.416667
ph,abbuatan,31,17.300278,121.802222
ph,abec,28,18.3545,120.6307
ph,abejao,23,11.183333,125.616667
ph,abella,05,13.093152,123.403151
ph,abelo,09,13.918581,120.95691
ph,abelo,14,17.8246,121.7143
ph,abelong,10,16.597179,120.93224
ph,abiacao,09,13.841681,120.94289
ph,abian,48,16.4298,121.1306
ph,abian-abian junction,48,16.4143,121.122
ph,abiang,10,16.5728,120.7005
ph,abiawin,h2,14.747568,121.676218
ph,abibiray,40,13.716667,120.216667
ph,abibling,05,13.25,123.6
ph,abiera,06,11.5749,122.09
ph,abihao,19,13.666667,124.35
ph,abihid,11,9.62356,124.133688
ph,abihilam,11,9.6505,124.3025
ph,abijae,37,11.1532,124.3959
ph,abijid,37,10.466667,124.75
ph,abilay,30,10.733333,122.5
ph,abilla,a5,9.5855,123.0802
ph,abinganan,48,16.406,121.1407
ph,abinuan,27,16.846162,121.213742
ph,abio,13,15.0681,121.2268
ph,abis,46,9.7173,122.9438
ph,ablanan,43,8.510278,124.469444
ph,ablang,51,16.2645,119.9642
ph,ablayan,21,9.827,123.4504
ph,ableg,01,17.462027,120.933347
ph,ableg,j7,17.3881,121.1753
ph,abo,17,9.2452,124.6984
ph,abo,33,14.0979,121.4332
ph,aboabo,49,9.1542,118.1186
ph,abobo,37,11.366667,124.366667
ph,abocay,18,11.2757,122.5803
ph,abod-abod,49,11.8004,120.0409
ph,abogado,63,15.6662,120.5851
ph,abogan,19,13.866667,124.3
ph,abognan,05,13.066667,123.683333
ph,abolan,31,16.4,121.733333
ph,abon-abon,i6,7.7825,125.8115
ph,abonagan,51,15.9319,120.4393
ph,abong,30,11.5418,123.1224
ph,abong-abong,22,6.486428,121.912154
ph,abongabong,p1,7.4345,123.3965
ph,a bonifacio,h3,10.916667,123.25
ph,aborlan,49,9.435158,118.549199
ph,abot,01,17.7104,120.6761
ph,abot,m8,16.7087,121.3932
ph,abot molina,51,15.9099,120.8471
ph,abour,29,17.4308,120.4772
ph,abra,m8,16.722,121.5188
ph,abra de ilog,40,13.4437,120.7291
ph,abre,37,11.066667,124.9
ph,abrecia,59,10.366,125.1783
ph,abri,05,13.216667,123.55
ph,abu,43,8.566667,124.75
ph,abuac,30,11.2102,122.9253
ph,abuag,h6,17.657412,121.374848
ph,abualan,01,17.7041,120.7575
ph,abuan,31,17.075042,122.016443
ph,abuanan,27,16.88956,121.014242
ph,abuanan,a3,10.524964,122.992702
ph,abuaya,11,9.833333,124.033333
ph,abubo,16,13.8017,122.9776
ph,abubutan,29,17.033333,120.766667
ph,abucay,07,14.722222,120.538333
ph,abucay,11,9.65,123.966667
ph,abucay,14,17.734004,121.819048
ph,abucay,28,18.1591,120.7403
ph,abucay,58,12.9403,123.6727
ph,abucay,h2,14.8598,122.0553
ph,abucayan,11,9.929,123.9146
ph,abucayan,16,13.699,123.4591
ph,abucayan,21,10.5,123.716667
ph,abucay hacienda,07,14.7227,120.4843
ph,abucay norte,11,9.682,123.9631
ph,abucay south,11,9.6763,123.9754
ph,abucot,10,16.58678,120.86984
ph,abugon,21,10.0454,123.6226
ph,abulalas,13,14.833333,120.733333
ph,abulan,31,16.5575,121.7335
ph,abuleg,g8,16.1179,121.8599
ph,abulog,14,18.445278,121.453333
ph,abunabun,35,7.466667,124.133333
ph,abung,09,13.77,121.416389
ph,abungo,44,17.0346,120.8527
ph,abungon,21,9.6756,123.3846
ph,abuno,c8,8.194167,124.249167
ph,aburas,39,12.5112,123.7214
ph,abut,31,17.352328,121.603645
ph,abut,36,16.65,120.35
ph,abuyo,48,15.883333,121.233333
ph,abuyog,15,14.166667,122.7
ph,abuyog,16,13.833333,122.833333
ph,abuyog,37,10.747,125.0107
ph,abuyog,n2,12.9461,124.0519
ph,abuyogay,37,10.75,125
ph,abuyoin,h2,14.902323,121.861485
ph,abuyon,h2,13.6,122.533333
ph,abyang,10,16.536983,120.82184
ph,acaban,h9,11.6881,124.5006
ph,acacia,31,17.094943,121.656443
ph,acacia,47,15.5944,121.0251
ph,acacia,k5,14.6685,120.9703
ph,acala,14,17.902096,121.65595
ph,acala,d5,13.166667,123.716667
ph,acao,30,10.8477,122.4796
ph,acao,36,16.525556,120.376389
